ID,LETO,AVTOR,MESTO,DRŽAVA,TABLATURA,INSTRUMENT,STRUNE,RAZPRAVA
7564,1820,"Call, Leonhard von",Paris,France,,guitar,,NE
7565,,"Call, Leonhard von",Paris,France,,guitar,,NE
7566,,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
7567,,"Call, Leonhard von",Leipzig,Germany,,"lute, guitar",,NE
7568,1820,"Cimarosa, Domenico",Mainz,Germany,,guitar,,NE
7569,1820,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,,NE
7570,1820,"Diabelli, Anton",Vienna,Austria,,guitar,,NE
7571,1820,"Dittersdorf, Carl Ditters von",Mainz,Germany,,guitar,,NE
7572,,,Berlin,Germany,,guitar,,NE
7573,1820,"Fioravanti, Valentino",Paris,France,,guitar,,NE
7574,1820,"Giuliani?, Mauro",Hamburg,Germany,,guitar,,NE
7575,1820,"Giuliani, Mauro",Leipzig,Germany,,guitar,,NE
7576,1820,"Glutz-Blotzheim, Franz Peter Alois",Bern,Switzerland,,guitar,,NE
7577,,"Gómez y Olguín, José Antonio",,,,"lute, guitar",,NE
7578,1820,,Düsseldorf,Germany,,guitar,,NE
7579,1820,"Himmel, Friedrich Heinrich",Berlin,Germany,,guitar,,NE
7580,,"Himmel, Friedrich Heinrich",Hamburg and Altona,Germany,,guitar,,NE
7581,1820,"Hurka?, Friedrich Franz",Hamburg,Germany,,guitar,,NE
7582,1820,"Isouard, Nicolas",,,,"lute, guitar",,NE
7583,,"Klauser, Joseph",Braunschweig,Germany,,guitar,,NE
7584,1820,"Kníže, František Max",Prague,Czech Republic,,guitar,,NE
7585,,"Kreutzer, Conradin",Berlin,Germany,,guitar,,NE
7586,,"Kreutzer, Conradin",Berlin,Germany,,guitar,,NE
7587,,"Kreutzer, Conradin",Berlin,Germany,,guitar,,NE
7588,,"Kreutzer, Conradin",Berlin,Germany,,guitar,,NE
7589,,"Kreutzer, Conradin",Berlin,Germany,,guitar,,NE
7590,,"Kreutzer, Conradin",Berlin,Germany,,guitar,,NE
7591,1820,"Méhul, Etienne-Nicolas",Hamburg and Altona,Germany,,guitar,,NE
7592,1820,"Monzino, Giacomo",Milan,Italy,,guitar,,NE
7593,1820,"Moretti, Federico",Madrid,Spain,,guitar,,NE
7594,1820,"Mozart, Wolfgang Amadeus",Vienna,Austria,,guitar,,NE
7595,,"Mozart, Wolfgang Amadeus",Worms,Germany,,guitar,,NE
7596,,"Mozart, Wolfgang Amadeus",Worms,Germany,,guitar,,NE
7597,1820,"Neubert, Andreas",Augsburg,Germany,,guitar,,NE
7598,1820,"Ogiń;ski, Michał Kleofas",Hamburg and Altona,Germany,,guitar,,NE
7599,,"Paisiello, Giovanni",Braunschweig,Germany,,"lute, guitar",,NE
7600,1820,"Righini, Vincenzo",Berlin,Germany,,guitar,,NE
7601,,"Salieri, Antonio",Braunschweig,Germany,,"lute, guitar",,NE
7602,1820,"Sandrini, Paolo",Prague,Czech Republic,,"lute, guitar",,NE
7603,1820,"Schenk, Johann Baptist",Berlin,Germany,,guitar,,NE
7604,1820,"Schulz, Andreas",Vienna,Austria,,guitar,,NE
7605,1820,"Schulz, Johann Abraham Peter",Berlin,Germany,,guitar,,NE
7606,1820,"Schuster, Vincenz",Vienna,Austria,,guitar,,NE
7607,1820,"Seckendorff, Carl von",Augsburg,Germany,,guitar,,NE
7608,1820,,Braunschweig,Germany,,guitar,,NE
7609,1820,,Braunschweig,Germany,,guitar,,NE
7610,,"Weber, Carl Maria von",Leipzig,Germany,,guitar,,NE
7611,1820,"Weber, Carl Maria von",Hamburg,Germany,,guitar,,NE
7612,1820,"Winter, Peter von",Mainz,Germany,,guitar,,NE
7613,1820,"Winter, Peter von",Mainz,Germany,,drugo,,NE
7614,1820,"Zelter, Carl Friedrich",Leipzig and Berlin,Germany,,guitar,,NE
7615,1820,"Zochetti, Friedrich Ignaz",Hildburghausen,Germany,,guitar,,NE
7616,1820,"Zumsteeg, Johann Rudolf",Leipzig,Germany,,guitar,,NE
7617,,"Zumsteeg, Johann Rudolf",Mainz,Germany,,guitar,,NE
7618,,"Zumsteeg, Johann Rudolf",Vienna,Austria,,guitar,,NE
7619,,,,,,"lute, guitar",,NE
7620,1820,,,,,guitar,,NE
7621,1820,"Call, Leonhard von",,,,"lute, guitar",,NE
7622,1820,"Call, Leonhard von",,,,guitar,,NE
7623,1820,"Call, Leonhard von",,,,guitar,,NE
7624,1820,"Gyrowetz, Adalbert",,,,guitar,,NE
7625,1820,,,,,guitar,,NE
7626,1820,,,,,guitar,,NE
7627,1820,"Harder?, August",,,,guitar,,NE
7628,1820,,,,,guitar,,NE
7629,1820,,,,,guitar,,NE
7630,1820,"Call, Leonhard von",,,,"lute, guitar",,NE
7631,1820,"Call, Leonhard von",,,,guitar,,NE
7632,1820,"Call, Leonhard von",,,,guitar,,NE
7633,1820,"Trento, Vittorio",,,,guitar,,NE
7634,1820,"Crescentini, Girolamo",,,,guitar,,NE
7635,1820,"Fortunato, Giovanni",,,,guitar,,NE
7636,1820,"Harder, August",,,,guitar,,NE
7637,1820,"Tost, Johann",,,,guitar,,NE
7638,1820,"Kühn, Joseph Karl",,,,guitar,,NE
7639,1820,"Mayr, Johann Simon",,,,guitar,,NE
7640,1820,"Müller, Wenzel",,,,guitar,,NE
7641,1820,,,,,guitar,,NE
7642,1820,,,,,guitar,,NE
7643,1820,"Salieri, Antonio",,,,guitar,,NE
7644,1820,"Satzenhoven, Friedrich",,,,guitar,,NE
7645,1820,"Weigl, Joseph",,,,guitar,,NE
7646,1820,,,,,guitar,,NE
7647,1820,"Dalayrac, Nicolas-Marie",,,,guitar,,NE
7648,,"Chelard, Hippolyte-André-Baptiste",,,,guitar,,NE
7649,,"Chelard, Hippolyte-André-Baptiste",,,,guitar,,NE
7650,1820,,,,,guitar,,NE
7651,,"Bornhardt, Johann Heinrich Carl",,,,guitar,,NE
7652,,"Paër, Ferdinando",,,,guitar,,NE
7653,,"Bornhardt, Johann Heinrich Carl",,,,guitar,,NE
7654,1820,,,,,guitar,,NE
7655,1820,"Rossini, Gioachino",,,,guitar,,NE
7656,1820,"Mussini, Natale Nicolo",,,,guitar,,NE
7657,1820,"Boieldieu, Adrien",,,,guitar,,NE
7658,1820,"Méhul, Etienne-Nicolas",,,,guitar,,NE
7659,1820,"Rossini, Gioachino",,,,"lute, guitar",,NE
7660,1820,"Blangini, Felice",,,,guitar,,NE
7661,1820,"Kreutzer, Conradin",,,,guitar,,NE
7662,1820,"Umlauff, Michael",,,,guitar,,NE
7663,1820,"Delicati, Pietro",,,,guitar,,NE
7664,1820,,,,,guitar,,NE
7665,1820,"Roser, Franz de Paula",,,,guitar,,NE
7666,1820,"Fürstenau, Anton Bernhard",,,,"lute, guitar",,NE
7667,1820,"Mussini, Natale Nicolo",,,,guitar,,NE
7668,1820,,,,,guitar,,NE
7669,1820,,,,,guitar,,NE
7670,1820,"Mussini, Natale Nicolo",,,,guitar,,NE
7671,1820,"Taby, Jos",,,,"lute, guitar",,NE
7672,1820,,,,,guitar,,NE
7673,1820,,,,,guitar,,NE
7674,1820,,,,,guitar,,NE
7675,,"Weber, Gottfried",,,,guitar,,NE
7676,,,,,,guitar,,NE
7677,,"Carulli, Ferdinando",,,,guitar,,NE
7678,,"Giuliani?, Mauro",,,,guitar,,NE
7679,1820,"Küffner, Joseph",,,,"lute, guitar",,NE
7680,,"Küffner, Joseph",,,,guitar,,NE
7681,,"Horecki, Feliks",,,,guitar,,NE
7682,,"Horecki, Feliks",,,,guitar,,NE
7683,,"Horecki, Feliks",,,,guitar,,NE
7684,,"Horecki, Feliks",,,,guitar,,NE
7685,,"Horecki, Feliks",,,,guitar,,NE
7686,,"Foreit, Anton",,,,guitar,,NE
7687,,"Foreit, Anton",,,,guitar,,NE
7688,,"Dunst, Stephan",,,,guitar,,NE
7689,,"Dunst, Stephan",,,,guitar,,NE
7690,,"Rossini, Gioachino",,,,guitar,,NE
7691,1820,"Küffner, Joseph",,,,"lute, guitar",,NE
7692,1820,"Küffner, Joseph",,,,guitar,,NE
7693,1820,"Küffner, Joseph",,,,guitar,,NE
7694,1820,"Küffner, Joseph",,,,"lute, guitar",,NE
7695,,"Küffner, Joseph",,,,guitar,,NE
7696,,"Küffner, Joseph",,,,"lute, guitar",,NE
7697,,"Küffner, Joseph",,,,"lute, guitar",,NE
7698,,"Küffner, Joseph",,,,"lute, guitar",,NE
7699,,"Spontini, Gaspare",,,,"lute, guitar",,NE
7700,,"Diehl, Carl",,,,guitar,,NE
7701,,"Rossini, Gioachino",,,,guitar,,NE
7702,,"Rossini, Gioachino",,,,guitar,,NE
7703,,"Dunst, Stephan",,,,guitar,,NE
7704,,,,,,guitar,,NE
7705,,"Glück, Friedrich",,,,guitar,,NE
7706,,"Sagrini, Luigi",,,,guitar,,NE
7707,,"Sagrini, Luigi",,,,guitar,,NE
7708,,,,,,guitar,,NE
7709,1820,"Rossini, Gioachino",,,,guitar,,NE
7710,1820,"Call, Leonhard von",,,,guitar,,NE
7711,1820,"Küffner, Joseph",,,,"lute, guitar",,NE
7712,1820,,,,,guitar,,NE
7713,1820,,,,,guitar,,NE
7714,1820,"Himmel, Friedrich Heinrich",,,,guitar,,NE
7715,1820,"Weigl, Joseph",,,,guitar,,NE
7716,1820,"Weigl, Joseph",,,,guitar,,NE
7717,1820,"Winter, Peter von",,,,guitar,,NE
7718,1820,"Bierey, Gottlob Benedict",,,,guitar,,NE
7719,1820,"Bierey, Gottlob Benedict",,,,guitar,,NE
7720,1820,,,,,guitar,,NE
7721,,"Braham, John",,,,guitar,,NE
7722,1820,"Kallenbach, Georg Ernst Gottlieb",,,,guitar,,NE
7723,1820,"Call, Leonhard von",,,,guitar,,NE
7724,1820,,,,,guitar,,NE
7725,1820,"Méhul, Etienne-Nicolas",,,,guitar,,NE
7726,1820,,,,,guitar,,NE
7727,1820,"Winter, Peter von",,,,guitar,,NE
7728,1820,"Kinzi, Henri",,,,guitar,,NE
7729,1820,"Himmel, Friedrich Heinrich",,,,guitar,,NE
7730,,,,,,guitar,,NE
7731,,"Carulli, Ferdinando",,,,guitar,,NE
7732,,"Blum, Karl Ludwig",,,,guitar,,NE
7733,1820,"Giuliani, Mauro",,,,guitar,,NE
7734,1821,,Augsburg,Germany,,guitar,,NE
7735,1821,"Bayer, Antonín",Prague,Czech Republic,,"lute, guitar",,NE
7736,1821,"Bayer, Antonín",Prague,Czech Republic,,"lute, guitar",,NE
7737,1821,"Cario, Johann Peter Heinrich",Hamburg,Germany,,guitar,,NE
7738,1821,"Cario, Johann Peter Heinrich",Hamburg,Germany,,guitar,,NE
7739,1821,"Cario, Johann Peter Heinrich",Hamburg,Germany,,guitar,,NE
7740,1821,,Augsburg,Germany,,"lute, guitar",,NE
7741,1821,,Augsburg,Germany,,"lute, guitar",,NE
7742,1821,,,,,"lute, guitar",,NE
7743,,"Méhul, Etienne-Nicolas",Paris,France,,guitar,,NE
7744,1821,"Rossini, Gioachino",Mainz,Germany,,guitar,,NE
7745,1821,"Winter, Peter von",Vienna,Austria,,guitar,,NE
7746,,"Rossini, Gioachino",,,,guitar,,NE
7747,,,,,,guitar,,NE
7748,1821,"Legnani, Luigi",,,,guitar,,NE
7749,1821,"Amalie Marie Friederike Auguste, Herzogin von Sachsen",,,,guitar,,NE
7750,1821,"Amalie Marie Friederike Auguste, Herzogin von Sachsen",,,,guitar,,NE
7751,1821,"Rossini, Gioachino",,,,guitar,,NE
7752,,"Küffner, Joseph",,,,guitar,,NE
7753,1821,"Blum, Karl Ludwig",,,,guitar,,NE
7754,,"Weber, Carl Maria von",,,,guitar,,NE
7755,1821,"Giuliani, Mauro",,,,"lute, guitar",,NE
7756,,"Küffner, Joseph",,,,"lute, guitar",,NE
7757,1821,"Küffner, Joseph",,,,"lute, guitar",,NE
7758,1821,"Küffner, Joseph",,,,"lute, guitar",,NE
7759,,"Fürstenau, Kaspar",,,,"lute, guitar",,NE
7760,,"Küffner, Joseph",,,,"lute, guitar",,NE
7761,,"Stössel, Nikolaus",,,,"lute, guitar",,NE
7762,,"Ritter, Peter",,,,"lute, guitar",,NE
7763,1821,"Weber, Carl Maria von",,,,guitar,,NE
7764,1821,,,,,guitar,,NE
7765,,"Rossini, Gioachino",,,,guitar,,NE
7766,,,Augsburg,Germany,,"lute, guitar",,NE
7767,1822,"Beck, Balduin Wilhelm",Berlin,Germany,,guitar,,NE
7768,1822,"Dahmen, Johan Arnold",Amsterdam,Netherlands,,guitar,,NE
7769,1822,"Giuliani, Mauro",Vienna,Austria,,guitar,,NE
7770,1822,"Giuliani, Mauro",Vienna,Austria,,guitar,,NE
7771,1822,"Mozart, Wolfgang Amadeus",Mainz,Germany,,guitar,,NE
7772,1822,"Ott, Friedrich",Augsburg,Germany,,guitar,,NE
7773,1822,"Weber, Carl Maria von",Vienna,Austria,,guitar,,NE
7774,1822,"Weber, Carl Maria von",Vienna,Austria,,guitar,,NE
7775,1822,"Weber, Carl Maria von",,,,guitar,,NE
7776,1822,"Zucconi, Francesco de",Vienna,Austria,,guitar,,NE
7777,1822,"Call, Leonhard von",,,,"lute, guitar",,NE
7778,,,,,,guitar,,NE
7779,,"Carafa de Colobrano, Michele",,,,"lute, guitar",,NE
7780,,"Küffner, Joseph",,,,"lute, guitar",,NE
7781,,"Küffner, Joseph",,,,"lute, guitar",,NE
7782,,"Küffner, Joseph",,,,"lute, guitar",,NE
7783,,"Küffner, Joseph",,,,guitar,,NE
7784,,"Küffner, Joseph",,,,"lute, guitar",,NE
7785,,"Küffner, Joseph",,,,"lute, guitar",,NE
7786,,"Weber, Carl Maria von",,,,guitar,,NE
7787,1823,"Amon, Johannes",Wallerstein,Germany,,guitar,,NE
7788,1823,"Bornhardt, Johann Heinrich Carl",Leipzig,Germany,,guitar,,NE
7789,,"Bornhardt, Johann Heinrich Carl",Leipzig,Germany,,guitar,,NE
7790,,"Bornhardt, Johann Heinrich Carl",Berlin,Germany,,guitar,,NE
7791,,"Bornhardt, Johann Heinrich Carl",Hamburg,Germany,,guitar,,NE
7792,,"Bornhardt, Johann Heinrich Carl",Hamburg,Germany,,guitar,,NE
7793,1823,"Carulli, Ferdinando",Leipzig,Germany,,guitar,,NE
7794,1823,"Rossini, Gioachino",Vienna,Austria,,guitar,,NE
7795,1823,"Schulz, Andreas",Vienna,Austria,,guitar,,NE
7796,1823,"Schuster, Vincenz",Vienna,Austria,,guitar,,NE
7797,1823,"Schuster, Vincenz",Vienna,Austria,,guitar,,NE
7798,,"Solié, Jean-Pierre",Hamburg,Germany,,guitar,,NE
7799,1823,"Weber, Bernhard Anselm",Berlin,Germany,,guitar,,NE
7800,,"Rossini, Gioachino",,,,guitar,,NE
7801,1823,"Giuliani, Mauro",,,,guitar,,NE
7802,1823,,,,,guitar,,NE
7803,1823,"Orlandi, Ferdinando",,,,guitar,,NE
7804,1823,"Marschner, Heinrich August",,,,guitar,,NE
7805,,"Weber, Carl Maria von",,,,guitar,,NE
7806,1823,,,,,guitar,,NE
7807,,"Carulli, Ferdinando",,,,guitar,,NE
7808,1823,"Küffner, Joseph",,,,"lute, guitar",,NE
7809,,"Küffner, Joseph",,,,"lute, guitar",,NE
7810,1823,"Küffner, Joseph",,,,guitar,,NE
7811,1824,,Vienna,Austria,,guitar,,NE
7812,1824,,Augsburg,Germany,,guitar,,NE
7813,1824,"Giuliani, Mauro",Vienna,Austria,,guitar,,NE
7814,1824,"Mozart, Wolfgang Amadeus",Prague,Czech Republic,,guitar,,NE
7815,1824,"Schulz, Andreas",Vienna,Austria,,guitar,,NE
7816,1824,"Schuster, Vincenz",Vienna,Austria,,guitar,,NE
7817,1824,,Augsburg,Germany,,guitar,,NE
7818,1824,"Gänsbacher, Johann",,,,guitar,,NE
7819,1824,"Holzmann, Roman",,,,guitar,,NE
7820,,"Weber, Carl Maria von",,,,guitar,,NE
7821,1824,,,,,guitar,,NE
7822,1824,"Rong, Wilhelm Ferdinand",,,,guitar,,NE
7823,,"Weber, Carl Maria von",,,,guitar,,NE
7824,1824,"Paër, Ferdinando",,,,guitar,,NE
7825,1824,,,,,guitar,,NE
7826,,"Giuliani, Mauro",,,,guitar,,NE
7827,,"Küffner, Joseph",,,,guitar,,NE
7828,1824,"Ritter, Peter",,,,guitar,,NE
7829,,,,,,"lute, guitar",,NE
7830,1825,,Braunschweig,Germany,,guitar,,NE
7831,1825,,Hamburg,Germany,,guitar,,NE
7832,1825,,Hamburg,Germany,,guitar,,NE
7833,1825,,Madrid,Spain,,guitar,,NE
7834,,,Vienna,Austria,,"lute, guitar",,NE
7835,,"Blangini, Felice",Hamburg,Germany,,guitar,,NE
7836,,"Boieldieu, Adrien",Vienna,Austria,,"lute, guitar",,NE
7837,,"Boieldieu, Adrien",Vienna,Austria,,"lute, guitar",,NE
7838,1825,,Berlin,Germany,,guitar,,NE
7839,1825,"Call, Leonhard von",Paris,France,,guitar,,NE
7840,1825,"Call, Leonhard von",Paris,France,,guitar,,NE
7841,1825,"Carnicer y Batlle?, Ramón",Madrid,Spain,,guitar,,NE
7842,1825,"Carulli, Ferdinando",Paris,France,,guitar,,NE
7843,1825,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,,NE
7844,1825,"Doche, Joseph-Denis",,,,guitar,,NE
7845,1825,,Augsburg,Germany,,guitar,,NE
7846,1825,"Haizinger, Anton",Frankfurt,Germany,,guitar,,NE
7847,1825,"Küffner, Joseph",Mainz,Germany,,guitar,,NE
7848,1825,"Mozart, Wolfgang Amadeus",Frankfurt,Germany,,guitar,,NE
7849,1825,"Müller, Wenzel",Mainz,Germany,,guitar,,NE
7850,1825,"Sor, Fernando",Bonn and Cologne,Germany,,guitar,,NE
7851,,"Weber, Carl Maria von",Hamburg,Germany,,guitar,,NE
7852,,"Bauer, Alois",,,,guitar,,NE
7853,,"Giuliani, Mauro",,,,guitar,,NE
7854,,"Giuliani, Mauro",,,,guitar,,NE
7855,1825,,,,,guitar,,NE
7856,1825,,,,,"lute, guitar",,NE
7857,,,,,,guitar,,NE
7858,,,,,,guitar,,NE
7859,,"Kanka, Jan Nepomuk",,,,guitar,,NE
7860,1825,,,,,guitar,,NE
7861,1825,"Giuliani, Mauro",,,,guitar,,NE
7862,,"Kníže, František Max",,,,guitar,,NE
7863,,,,,,"lute, guitar",,NE
7864,,,,,,guitar,,NE
7865,,,,,,guitar,,NE
7866,,,,,,guitar,,NE
7867,,,,,,guitar,,NE
7868,,"Boieldieu, Adrien",,,,guitar,,NE
7869,1825,"Müller, Wenzel",,,,guitar,,NE
7870,1825,"Grell, Eduard",,,,guitar,,NE
7871,1825,"Gyrowetz, Adalbert",,,,guitar,,NE
7872,,,,,,guitar,,NE
7873,1825,"Morlacchi, Francesco",,,,guitar,,NE
7874,1825,"Ritter, Peter",,,,guitar,,NE
7875,1825,"Rossini, Gioachino",,,,guitar,,NE
7876,1825,"Spohr, Louis",,,,guitar,,NE
7877,1825,"Weber, Carl Maria von",,,,guitar,,NE
7878,,,,,,guitar,,NE
7879,1825,"Plantade, Charles-Henri",,,,guitar,,NE
7880,1825,"Asioli, Bonifacio",,,,guitar,,NE
7881,1825,"Rudersdorff, Joseph",,,,guitar,,NE
7882,,"Weber, Carl Maria von",,,,guitar,,NE
7883,,,,,,guitar,,NE
7884,,,,,,guitar,,NE
7885,,,,,,"lute, guitar",,NE
7886,,,,,,guitar,,NE
7887,,"Moretti, Luigi",,,,guitar,,NE
7888,1825,"Rossini, Gioachino",,,,guitar,,NE
7889,,"Rossini, Gioachino",,,,guitar,,NE
7890,,"Glück, Friedrich",,,,guitar,,NE
7891,,"Call, Leonhard von",,,,"lute, guitar",,NE
7892,,,,,,"lute, guitar",,NE
7893,,"Küffner, Joseph",,,,"lute, guitar",,NE
7894,,"Küffner, Joseph",,,,"lute, guitar",,NE
7895,,"Küffner, Joseph",,,,"lute, guitar",,NE
7896,,,,,,guitar,,NE
7897,1825,,,,,guitar,,NE
7898,1825,,,,,"lute, guitar",,NE
7899,1825,"Boieldieu, Adrien",,,,guitar,,NE
7900,,,,,,guitar,,NE
7901,,,,,,guitar,,NE
7902,,,,,,guitar,,NE
7903,,"Berger, Ludwig",,,,guitar,,NE
7904,,,,,,guitar,,NE
7905,1825,,,,,guitar,,NE
7906,1825,,,,,guitar,,NE
7907,1825,,,,,guitar,,NE
7908,,"Stuntz, Joseph Hartmann",,,,guitar,,NE
7909,1825,,,,,guitar,,NE
7910,,,,,,guitar,,NE
7911,,,,,,guitar,,NE
7912,1825,"Müller, Ivan",,,,guitar,,NE
7913,1825,"Kreutzer, Conradin",,,,guitar,,NE
7914,1825,"Küffner, Joseph",,,,"lute, guitar",,NE
7915,1825,"Küffner, Joseph",,,,"lute, guitar",,NE
7916,1825,"Küffner, Joseph",,,,"lute, guitar",,NE
7917,,,,,,guitar,,NE
7918,,,,,,guitar,,NE
7919,1825,"Calegari, Francesco",,,,guitar,,NE
7920,1825,"Weber, Carl Maria von",,,,"lute, guitar",,NE
7921,1825,"Benda, Georg",,,,guitar,,NE
7922,1825,"Auber, Daniel-François-Esprit",,,,guitar,,NE
7923,1825,"Kreusser, Johann",,,,guitar,,NE
7924,1825,"Haydn, Joseph",,,,guitar,,NE
7925,1825,"Keller, Karl",,,,guitar,,NE
7926,1825,"Paisiello, Giovanni",,,,guitar,,NE
7927,1825,"Paisiello, Giovanni",,,,guitar,,NE
7928,1825,"Paisiello, Giovanni",,,,guitar,,NE
7929,1825,"Righini, Vincenzo",,,,guitar,,NE
7930,1825,"Righini, Vincenzo",,,,guitar,,NE
7931,1825,"Sterkel, Johann Franz Xaver",,,,guitar,,NE
7932,1825,"Sterkel, Johann Franz Xaver",,,,guitar,,NE
7933,1825,"Sterkel, Johann Franz Xaver",,,,guitar,,NE
7934,1825,"Weber, Carl Maria von",,,,guitar,,NE
7935,1825,"Weber, Carl Maria von",,,,guitar,,NE
7936,1825,"Weber, Carl Maria von",,,,guitar,,NE
7937,1825,"Zumsteeg, Johann Rudolf",,,,guitar,,NE
7938,1825,"Zumsteeg, Johann Rudolf",,,,guitar,,NE
7939,1825,,,,,guitar,,NE
7940,,,,,,guitar,,NE
7941,,,,,,guitar,,NE
7942,1825,,,,,guitar,,NE
7943,1826,"Aguado y García, Dionisio",Paris,France,,guitar,,NE
7944,1826,"Amon, Johannes",Offenbach,Germany,,guitar,,NE
7945,1826,,Vienna,Austria,,guitar,,NE
7946,1826,"Giuliani, Mauro",Vienna,Austria,,guitar,,NE
7947,,"Keller, Karl",Leipzig,Germany,,guitar,,NE
7948,1826,"Köhler, Gottlieb Heinrich",Mainz,Germany,,guitar,,NE
7949,1826,,Bern,Switzerland,,guitar,,NE
7950,1826,"Werner, Johann",Vienna,Austria,,guitar,,NE
7951,,"Winter, Peter von",Vienna,Austria,,guitar,,NE
7952,1826,"Rossini, Gioachino",,,,guitar,,NE
7953,1826,"Call, Leonhard von",,,,guitar,,NE
7954,1826,,,,,guitar,,NE
7955,1826,"Lortzing, Albert",,,,guitar,,NE
7956,1826,"Horecki, Feliks",,,,guitar,,NE
7957,,"Küffner, Joseph",,,,guitar,,NE
7958,1826,"Küffner, Joseph",,,,"lute, guitar",,NE
7959,1826,"Méhul, Etienne-Nicolas",,,,guitar,,NE
7960,1826,"Küffner, Joseph",,,,guitar,,NE
7961,1826,"Küffner, Joseph",,,,"lute, guitar",,NE
7962,1826,"Bott, Johannes Joseph",,,,guitar,,NE
7963,1826,"Auber, Daniel-François-Esprit",,,,guitar,,NE
7964,1826,"Küffner, Joseph",,,,guitar,,NE
7965,,"Küffner, Joseph",,,,guitar,,NE
7966,1826,"Auber, Daniel-François-Esprit",,,,guitar,,NE
7967,1827,"Aguado y García, Dionisio",Mainz,Germany,,guitar,,NE
7968,1827,"Aguado y García, Dionisio",Mainz,Germany,,guitar,,NE
7969,1827,"Aguado y García, Dionisio",Mainz,Germany,,guitar,,NE
7970,1827,"Aguado y García, Dionisio",Mainz,Germany,,guitar,,NE
7971,1827,"Call, Leonhard von",Paris,France,,"lute, guitar",,NE
7972,,"Call, Leonhard von",Paris,France,,guitar,,NE
7973,1827,"Cimarosa, Domenico",London,England,,guitar,,NE
7974,1827,"Giuliani, Mauro",Milan,Italy,,guitar,,NE
7975,1827,"Giuliani, Mauro",Milan,Italy,,guitar,,NE
7976,1827,"Lindpaintner, Peter Josef von",Munich,Germany,,guitar,,NE
7977,1827,"Lindpaintner, Peter Josef von",Munich,Germany,,guitar,,NE
7978,1827,"Pfeifer, Franz",Vienna,Austria,,guitar,,NE
7979,1827,"Sack, Gottlieb",Vienna,Austria,,guitar,,NE
7980,1827,"Rossini, Gioachino",,,,guitar,,NE
7981,1827,"Rossini, Gioachino",,,,guitar,,NE
7982,1827,"Amalie Marie Friederike Auguste, Herzogin von Sachsen",,,,guitar,,NE
7983,1827,"Lindpaintner, Peter Josef von",,,,guitar,,NE
7984,1827,"Lindpaintner, Peter Josef von",,,,guitar,,NE
7985,1827,"Lindpaintner, Peter Josef von",,,,guitar,,NE
7986,,"Küffner, Joseph",,,,guitar,,NE
7987,1827,,,,,guitar,,NE
7988,1827,,,,,guitar,,NE
7989,1827,"Schubert?, Franz Louis",,,,guitar,,NE
7990,,"Schneider, Adam",,,,guitar,,NE
7991,,,,,,"lute, guitar",,NE
7992,,"Köhler, Jos",,,,guitar,,NE
7993,1827,,,,,guitar,,NE
7994,,"Amalie Marie Friederike Auguste, Herzogin von Sachsen",,,,guitar,,NE
7995,1828,,Munich,Germany,,guitar,,NE
7996,1828,,Munich,Germany,,guitar,,NE
7997,1828,,Munich,Germany,,guitar,,NE
7998,1828,,Munich,Germany,,guitar,,NE
7999,1828,,Munich,Germany,,guitar,,NE
8000,1828,,Munich,Germany,,guitar,,NE
8001,1828,,Munich,Germany,,guitar,,NE
8002,1828,,Munich,Germany,,guitar,,NE
8003,1828,,Mainz,Germany,,guitar,,NE
8004,,,Frankfurt am Main,Germany,,guitar,,NE
8005,1828,"Blangini, Felice",Berlin,Germany,,guitar,,NE
8006,1828,"Just, Johannes",Frankfurt am Main,Germany,,guitar,,NE
8007,1828,,Hannover,Germany,,"lute, guitar",,NE
8008,1828,"Klingenbrunner, Wilhelm",,,,"lute, guitar",,NE
8009,1828,"Škroup, František Jan",,,,guitar,,NE
8010,1828,"Giuliani, Mauro",,,,guitar,,NE
8011,1828,,,,,guitar,,NE
8012,,,,,,guitar,,NE
8013,1828,,,,,guitar,,NE
8014,,"Kalliwoda, Johann Wenzel",,,,guitar,,NE
8015,1828,"Kalliwoda, Johann Wenzel",,,,guitar,,NE
8016,1828,"Bathioli, Francesco",,,,guitar,,NE
8017,,"Auber, Daniel-François-Esprit",,,,guitar,,NE
8018,1828,"Gassner, Ferdinand Simon",,,,guitar,,NE
8019,1828,"Boieldieu, Adrien",,,,"lute, guitar",,NE
8020,1828,,,,,"lute, guitar",,NE
8021,1828,,,,,guitar,,NE
8022,1828,"Suppus, Kaspar",,,,guitar,,NE
8023,1828,"Bender, Valentin",,,,guitar,,NE
8024,,,,,,guitar,,NE
8025,1828,"Panseron, Auguste-Mathieu",,,,guitar,,NE
8026,1828,"Adam, Adolphe",,,,guitar,,NE
8027,,,,,,guitar,,NE
8028,1828,"Weber, Carl Maria von",,,,guitar,,NE
8029,1828,"Rossini, Gioachino",,,,guitar,,NE
8030,1829,,Augsburg,Germany,,guitar,,NE
8031,1829,"Müller, Adolf",,,,guitar,,NE
8032,1829,"Müller, Wenzel",Vienna,Austria,,guitar,,NE
8033,1829,,Augsburg,Germany,,guitar,,NE
8034,1829,,,,,guitar,,NE
8035,1829,"Hertel, Peter Ludwig",,,,guitar,,NE
8036,,,,,,guitar,,NE
8037,1829,,,,,guitar,,NE
